timestamp,cpu_percent
0,0
2,5.20000000000000000000
4,5.60000000000000000000
6,5.80000000000000000000
8,11.20000000000000000000
10,11.00000000000000000000
12,10.80000000000000000000
14,13.00000000000000000000
16,15.80000000000000000000
18,16.40000000000000000000
20,15.60000000000000000000
22,22.00000000000000000000
24,22.17800000000000000000
26,20.80000000000000000000
28,26.80000000000000000000
30,27.72200000000000000000
32,26.20000000000000000000
34,27.40000000000000000000
36,32.00000000000000000000
38,33.00000000000000000000
40,32.00000000000000000000
42,37.60000000000000000000
44,37.80000000000000000000
46,37.60000000000000000000
48,42.80000000000000000000
50,43.60000000000000000000
52,43.20000000000000000000
54,38.60000000000000000000
56,50.60000000000000000000
58,48.60000000000000000000
60,48.60000000000000000000
62,55.60000000000000000000
64,54.60000000000000000000
66,55.40000000000000000000
68,60.20000000000000000000
70,59.40000000000000000000
72,60.20000000000000000000
74,52.40000000000000000000
76,66.20000000000000000000
78,66.40000000000000000000
80,66.40000000000000000000
82,72.20000000000000000000
84,71.80000000000000000000
86,71.80000000000000000000
88,65.54400000000000000000
90,77.80000000000000000000
92,79.20000000000000000000
94,80.20000000000000000000
96,83.80000000000000000000
98,85.80000000000000000000
100,84.80000000000000000000
102,89.60000000000000000000
104,90.40000000000000000000
106,93.20000000000000000000
108,74.80000000000000000000
110,91.40000000000000000000
112,90.20000000000000000000
114,90.80000000000000000000
116,90.40000000000000000000
118,92.60000000000000000000
120,92.40000000000000000000
122,90.60000000000000000000
124,93.00000000000000000000
126,92.40000000000000000000
128,77.40000000000000000000
130,93.80000000000000000000
132,92.20000000000000000000
134,91.40000000000000000000
136,93.60000000000000000000
138,91.60000000000000000000
140,93.60000000000000000000
142,75.80000000000000000000
144,93.40000000000000000000
146,92.00000000000000000000
148,92.40000000000000000000
150,91.60000000000000000000
152,93.20000000000000000000
154,92.20000000000000000000
156,90.10000000000000000000
158,93.40000000000000000000
160,92.80000000000000000000
162,76.80000000000000000000
164,93.60000000000000000000
166,91.60000000000000000000
168,92.00000000000000000000
170,94.20000000000000000000
172,92.00000000000000000000
174,91.60000000000000000000
176,92.80000000000000000000
178,95.20000000000000000000
180,94.20000000000000000000
182,91.20000000000000000000
184,92.60000000000000000000
186,90.80000000000000000000
188,93.00000000000000000000
190,93.60000000000000000000
192,92.20000000000000000000
194,93.00000000000000000000
196,77.00000000000000000000
198,91.60000000000000000000
200,91.40000000000000000000
202,93.20000000000000000000
204,93.60000000000000000000
206,93.00000000000000000000
208,92.40000000000000000000
210,93.80000000000000000000
212,92.87200000000000000000
214,93.00000000000000000000
216,87.80000000000000000000
218,93.86200000000000000000
220,91.60000000000000000000
222,93.80000000000000000000
224,92.60000000000000000000
226,93.80000000000000000000
228,92.60000000000000000000
230,74.65400000000000000000
232,93.20000000000000000000
234,92.20000000000000000000
236,92.80000000000000000000
238,92.80000000000000000000
240,93.20000000000000000000
242,92.20000000000000000000
244,92.20000000000000000000
246,94.80000000000000000000
248,95.40000000000000000000
250,94.40000000000000000000
252,93.07000000000000000000
254,93.00000000000000000000
256,93.60000000000000000000
258,92.47600000000000000000
260,94.20000000000000000000
262,93.20000000000000000000
264,74.20000000000000000000
266,93.40000000000000000000
268,90.80000000000000000000
270,92.40000000000000000000
